user_id,gender,age,height_cm,weight_kg,body_type,goal,activity,diet,spicy_pref,bmi
SU002840,male,49,172.6,63.8,meso,loss,low,non-veg,high,21.4
SU002841,female,22,161,57.4,meso,maintain,med,non-veg,high,22.1
SU002842,female,21,157.1,59.4,endo,maintain,med,veg,medium,24.1
SU002843,male,42,163.4,64.4,endo,maintain,low,non-veg,low,24.1
SU002844,male,44,177.3,78.4,endo,loss,high,non-veg,low,24.9
SU002845,male,19,168.1,73.3,endo,maintain,high,veg,medium,25.9
SU002846,male,18,175.8,80.9,endo,gain,med,non-veg,medium,26.2
SU002847,female,47,155.3,47.5,meso,maintain,med,non-veg,high,19.7
SU002848,female,31,164,51.3,ecto,gain,med,veg,medium,19.1
SU002849,female,33,161.1,49.1,ecto,gain,med,non-veg,low,18.9
SU002850,male,46,178.4,83.2,endo,maintain,high,non-veg,medium,26.1
SU002851,female,29,155.1,47.3,meso,gain,high,non-veg,high,19.7
SU002852,female,49,161.8,48.8,ecto,maintain,med,non-veg,medium,18.6
SU002853,male,36,175.7,79.5,endo,gain,med,veg,medium,25.8
SU002854,male,33,181.3,71.4,meso,loss,med,non-veg,medium,21.7
SU002855,female,44,159.3,54.7,meso,maintain,low,non-veg,medium,21.6
SU002856,male,21,174.3,67.3,meso,maintain,low,veg,high,22.2
SU002857,male,44,170.8,62.1,meso,gain,med,non-veg,low,21.3
SU002858,female,59,164.5,56.3,meso,maintain,med,veg,low,20.8
SU002859,female,45,175.1,73.6,endo,loss,med,non-veg,medium,24
SU002860,male,22,173.3,60.4,ecto,maintain,low,veg,high,20.1
SU002861,male,23,167.8,58.5,meso,maintain,med,non-veg,medium,20.8
SU002862,female,50,163.1,50.7,ecto,maintain,high,non-veg,medium,19.1
SU002863,female,48,154.2,46.3,meso,gain,high,non-veg,high,19.5
SU002864,female,43,163.8,55.4,meso,maintain,high,non-veg,medium,20.6
SU002865,female,26,151.8,45.6,meso,maintain,low,non-veg,medium,19.8
SU002866,male,32,170.6,59.8,ecto,gain,low,non-veg,medium,20.5
SU002867,female,35,161.9,59,endo,loss,med,non-veg,medium,22.5
SU002868,male,52,170.9,62.1,meso,maintain,low,non-veg,medium,21.3
SU002869,male,34,170.4,61,meso,loss,med,veg,medium,21
SU002870,female,36,164.9,55,ecto,loss,high,non-veg,medium,20.2
SU002871,female,59,155.8,44.8,ecto,maintain,med,veg,high,18.5
SU002872,female,48,150.8,43.8,meso,gain,low,non-veg,high,19.3
SU002873,male,27,167.4,62.6,meso,maintain,med,veg,high,22.3
SU002874,female,58,162.6,52.8,ecto,gain,low,non-veg,medium,20
SU002875,male,54,185.8,77.7,meso,maintain,med,non-veg,high,22.5
SU002876,female,51,152,54.5,endo,loss,high,veg,medium,23.6
SU002877,male,24,162.9,54,meso,loss,low,non-veg,medium,20.3
SU002878,male,52,169.2,57.3,ecto,gain,low,non-veg,medium,20
SU002879,male,37,160.8,65.5,endo,maintain,low,non-veg,medium,25.3
SU002880,male,29,174.6,57.7,ecto,maintain,low,non-veg,low,18.9
SU002881,female,23,160.7,46.8,ecto,maintain,low,non-veg,medium,18.1
SU002882,male,21,173.9,76.5,endo,loss,low,non-veg,medium,25.3
SU002883,male,57,169.3,69.8,endo,maintain,med,non-veg,medium,24.4
SU002884,female,33,155.5,51.4,meso,maintain,low,non-veg,medium,21.3
SU002885,male,56,167.5,58.1,meso,maintain,low,non-veg,high,20.7
SU002886,male,57,168.8,73.6,endo,maintain,high,veg,high,25.8
SU002887,female,57,157.8,44.9,ecto,gain,low,non-veg,high,18
SU002888,male,25,165,56.5,meso,loss,low,non-veg,high,20.8
SU002889,female,40,152.3,56.2,endo,loss,med,non-veg,medium,24.2
SU002890,male,58,164.9,49.7,ecto,maintain,med,non-veg,low,18.3
SU002891,male,26,170.1,60.8,meso,maintain,med,non-veg,high,21
SU002892,male,30,174.5,63.1,ecto,maintain,low,non-veg,medium,20.7
SU002893,female,57,163.1,55.9,meso,maintain,low,non-veg,medium,21
SU002894,male,20,170.8,60.6,meso,gain,high,non-veg,high,20.8
SU002895,female,19,163.5,60.1,endo,maintain,low,non-veg,low,22.5
SU002896,female,48,158.5,49.8,ecto,loss,high,non-veg,high,19.8
SU002897,male,34,169.1,71.7,endo,loss,med,non-veg,medium,25.1
SU002898,male,42,177.2,69.6,meso,maintain,high,non-veg,low,22.2
SU002899,female,42,161.1,54.4,meso,gain,med,non-veg,medium,21
SU002900,female,59,157.9,44.8,ecto,maintain,high,non-veg,low,18
SU002901,male,53,168.7,64.2,meso,maintain,high,non-veg,medium,22.6
SU002902,male,31,166.4,58.3,meso,gain,low,veg,high,21.1
SU002903,female,33,151.5,45.2,meso,gain,high,non-veg,medium,19.7
SU002904,male,41,166.7,56.3,ecto,gain,med,non-veg,medium,20.3
SU002905,female,48,166.8,54.1,ecto,gain,low,non-veg,high,19.4
SU002906,female,50,166.9,67,endo,maintain,med,non-veg,high,24.1
SU002907,female,60,155.4,46.7,ecto,maintain,high,non-veg,medium,19.3
SU002908,male,52,164.5,63,endo,loss,med,veg,low,23.3
SU002909,female,50,163.4,56.5,meso,maintain,med,non-veg,medium,21.2
SU002910,male,57,166,71,endo,maintain,low,non-veg,low,25.8
SU002911,female,54,166,61.7,meso,maintain,low,veg,medium,22.4
SU002912,female,56,163.3,57.2,meso,maintain,high,non-veg,medium,21.4
SU002913,female,23,150.6,54.1,endo,maintain,low,non-veg,high,23.9
SU002914,female,25,168.2,68.4,endo,maintain,med,non-veg,medium,24.2
SU002915,female,57,156.7,49.1,meso,gain,med,veg,medium,20
SU002916,female,33,156,54.5,endo,maintain,low,non-veg,medium,22.4
SU002917,male,21,172.3,73,endo,maintain,med,veg,low,24.6
SU002918,male,35,166.7,52.3,ecto,gain,med,non-veg,high,18.8
SU002919,male,48,171.8,61.7,meso,loss,med,non-veg,medium,20.9
SU002920,male,35,180.7,62.3,ecto,gain,low,non-veg,medium,19.1
SU002921,male,46,178.9,74.1,meso,maintain,med,non-veg,medium,23.2
SU002922,female,44,159.4,56.5,endo,gain,low,non-veg,high,22.2
SU002923,female,35,158.1,57.5,endo,loss,high,non-veg,high,23
SU002924,female,57,160.1,55.8,meso,maintain,low,non-veg,high,21.8
SU002925,female,58,161.2,65.1,endo,maintain,low,non-veg,high,25.1
SU002926,female,59,162.2,63,endo,maintain,low,veg,low,23.9
SU002927,female,53,161.7,49.4,ecto,gain,high,non-veg,medium,18.9
SU002928,female,36,168,58.3,meso,maintain,low,non-veg,high,20.7
SU002929,female,23,158.3,52.4,meso,maintain,high,non-veg,high,20.9
SU002930,male,54,170.6,65.4,meso,maintain,low,veg,medium,22.5
SU002931,male,45,172.5,74.8,endo,maintain,med,veg,high,25.1
SU002932,female,35,152.8,49.4,meso,maintain,med,non-veg,medium,21.2
SU002933,female,38,156.7,53.5,meso,maintain,med,non-veg,high,21.8
SU002934,female,60,156.1,52.7,meso,maintain,low,non-veg,medium,21.6
SU002935,female,57,160.7,60.2,endo,maintain,low,non-veg,high,23.3
SU002936,female,47,172,57.2,ecto,maintain,low,veg,low,19.3
SU002937,female,32,163.7,66.1,endo,maintain,med,veg,medium,24.7
SU002938,male,40,164,61.4,endo,maintain,med,non-veg,medium,22.8
SU002939,female,37,162,48.3,ecto,gain,med,non-veg,medium,18.4
SU002940,female,41,168.6,63.6,meso,maintain,low,non-veg,high,22.4
SU002941,female,56,158.5,54.1,meso,gain,med,non-veg,low,21.5
SU002942,female,58,161,56.2,meso,maintain,med,non-veg,low,21.7
SU002943,female,46,146.3,40,ecto,maintain,low,veg,medium,18.7
SU002944,female,60,151,48.1,meso,loss,med,non-veg,medium,21.1
SU002945,female,38,165.4,60.4,meso,loss,high,non-veg,low,22.1
SU002946,female,19,157.8,46,ecto,gain,high,veg,low,18.5
SU002947,male,24,167.2,60.4,meso,maintain,low,non-veg,medium,21.6
SU002948,male,51,165.8,56.9,meso,maintain,med,non-veg,high,20.7
SU002949,male,60,169.5,60.7,meso,maintain,med,non-veg,medium,21.1
SU002950,male,41,167,63.7,endo,loss,med,non-veg,medium,22.8
SU002951,male,26,172.7,62.8,meso,loss,low,non-veg,high,21.1
SU002952,male,22,177.5,60.4,ecto,gain,low,non-veg,high,19.2
SU002953,male,45,173.1,65.4,meso,maintain,med,veg,medium,21.8
SU002954,male,35,164.3,60.1,meso,loss,low,non-veg,high,22.3
SU002955,male,47,176.3,66.3,meso,maintain,low,non-veg,medium,21.3
SU002956,male,39,165.6,53,ecto,gain,high,non-veg,high,19.3
SU002957,female,22,162.6,52.5,ecto,gain,med,non-veg,medium,19.9
SU002958,male,28,170.9,59.4,ecto,loss,med,veg,high,20.3
SU002959,male,55,178,72.8,meso,maintain,med,non-veg,high,23
SU002960,female,46,150.9,52.9,endo,loss,med,veg,high,23.2
SU002961,female,35,156.6,47.2,ecto,gain,low,non-veg,high,19.2
SU002962,male,31,163.8,56.5,meso,loss,med,non-veg,low,21.1
SU002963,male,55,173.4,62.1,ecto,gain,high,non-veg,medium,20.7
SU002964,male,34,164.7,59.2,meso,loss,low,veg,low,21.8
SU002965,male,38,174,59.2,ecto,maintain,low,veg,low,19.6
SU002966,female,43,163.6,60.2,endo,maintain,med,non-veg,high,22.5
SU002967,female,45,159.7,48.2,ecto,gain,med,non-veg,medium,18.9
SU002968,male,58,166.2,59.9,meso,maintain,high,non-veg,low,21.7
SU002969,female,53,160.7,51,ecto,maintain,low,non-veg,high,19.7
SU002970,female,59,164.2,55.5,meso,maintain,med,non-veg,medium,20.6
SU002971,female,20,170.4,61.8,meso,maintain,high,non-veg,medium,21.3
SU002972,male,54,173.3,63.6,meso,maintain,med,non-veg,low,21.2
SU002973,male,56,166.5,58,meso,gain,low,non-veg,high,20.9
SU002974,male,55,177.6,73,meso,gain,high,non-veg,low,23.1
SU002975,male,56,170,58.6,ecto,loss,high,non-veg,high,20.3
SU002976,male,45,175.1,67.3,meso,maintain,high,veg,high,22
SU002977,male,27,169.1,70,endo,maintain,high,veg,high,24.5
SU002978,male,18,175.2,64.9,meso,maintain,med,non-veg,medium,21.1
SU002979,female,42,167,59.1,meso,gain,med,non-veg,low,21.2
SU002980,male,27,165.1,66.1,endo,maintain,low,veg,medium,24.2
SU002981,female,54,157.8,54.3,meso,loss,high,veg,high,21.8
SU002982,female,19,158.3,49.3,ecto,maintain,low,non-veg,high,19.7
SU002983,male,34,166.2,64.6,endo,maintain,med,veg,low,23.4
SU002984,female,31,164.7,52.1,ecto,gain,med,veg,high,19.2
SU002985,female,47,160.8,65.3,endo,maintain,med,veg,medium,25.3
SU002986,female,58,165.2,60.3,meso,loss,low,veg,high,22.1
SU002987,male,29,159.4,50.7,ecto,gain,med,non-veg,high,20
SU002988,female,39,164,53.9,ecto,gain,low,non-veg,high,20
SU002989,female,31,167.2,65,endo,loss,med,non-veg,medium,23.3
SU002990,female,55,150.9,44,meso,maintain,low,non-veg,high,19.3
SU002991,female,43,154.2,48.8,meso,maintain,med,veg,high,20.5
SU002992,male,28,175.3,70.8,meso,maintain,med,veg,medium,23
SU002993,male,55,178.2,59.9,ecto,gain,med,non-veg,medium,18.9
SU002994,male,59,164.3,57.4,meso,maintain,med,veg,low,21.3
SU002995,male,57,166.4,69.6,endo,loss,med,non-veg,medium,25.1
SU002996,female,27,156.2,52.1,meso,gain,med,non-veg,high,21.4
SU002997,male,60,170,71.8,endo,loss,low,non-veg,low,24.8
SU002998,male,44,174.5,64.8,meso,loss,high,non-veg,medium,21.3
SU002999,male,21,171.8,71.7,endo,maintain,low,non-veg,low,24.3
SU003000,male,42,173.3,62.7,meso,maintain,high,non-veg,medium,20.9
SU003001,male,30,169.9,62.9,meso,loss,med,non-veg,high,21.8
SU003002,male,20,170.5,74.5,endo,maintain,high,veg,medium,25.6
SU003003,female,39,163.2,49.8,ecto,maintain,low,non-veg,high,18.7
SU003004,female,27,150,46.2,meso,maintain,low,veg,medium,20.5
SU003005,male,41,165.4,61.6,meso,maintain,low,non-veg,high,22.5
SU003006,male,29,175.4,59.4,ecto,maintain,med,non-veg,low,19.3
SU003007,female,20,145.6,48.8,endo,gain,low,non-veg,high,23
SU003008,male,52,166.3,70.6,endo,maintain,med,non-veg,low,25.5
SU003009,male,34,177.1,77.8,endo,maintain,high,non-veg,high,24.8
SU003010,female,37,169.8,63.1,meso,maintain,med,veg,high,21.9
SU003011,female,18,156.5,44,ecto,loss,low,veg,medium,18
SU003012,male,59,180.4,80,endo,maintain,low,non-veg,medium,24.6
SU003013,female,35,171.8,64,meso,loss,med,non-veg,medium,21.7
SU003014,female,38,164.3,58.9,meso,maintain,low,veg,low,21.8
SU003015,female,35,147,40,ecto,gain,low,non-veg,medium,18.5
SU003016,male,30,173.5,62.2,ecto,maintain,high,non-veg,medium,20.7
SU003017,male,43,175.6,71.3,meso,loss,med,non-veg,high,23.1
SU003018,male,43,167.9,62.4,meso,maintain,low,non-veg,medium,22.1
SU003019,female,18,151,41.2,ecto,maintain,low,veg,medium,18.1
SU003020,male,40,164.6,52.6,ecto,gain,low,veg,medium,19.4
SU003021,male,33,175.8,63.8,ecto,maintain,low,non-veg,high,20.6
SU003022,female,50,153.2,43.7,ecto,maintain,high,veg,high,18.6
SU003023,female,25,167.1,57.2,ecto,gain,high,non-veg,medium,20.5
SU003024,female,39,164.1,67.4,endo,maintain,med,non-veg,low,25
SU003025,male,37,167.8,58.5,meso,gain,med,veg,medium,20.8
SU003026,male,22,175.6,64.1,ecto,maintain,med,non-veg,high,20.8
SU003027,male,59,171.8,63.4,meso,maintain,med,non-veg,high,21.5
SU003028,female,37,163.9,59.6,meso,maintain,med,non-veg,medium,22.2
SU003029,male,39,163,59.9,endo,loss,med,non-veg,low,22.5
SU003030,male,32,171,56.2,ecto,gain,med,veg,medium,19.2
SU003031,female,21,168.5,61.6,meso,maintain,med,non-veg,low,21.7
SU003032,male,36,175.7,80.1,endo,loss,med,non-veg,high,25.9
SU003033,female,56,169.6,57.7,ecto,maintain,low,non-veg,medium,20.1
SU003034,male,24,175.3,65.2,meso,maintain,low,veg,high,21.2
SU003035,male,43,158,49.7,meso,loss,low,non-veg,high,19.9
SU003036,male,51,179.5,63.2,ecto,gain,high,non-veg,low,19.6
SU003037,female,46,167.8,70,endo,maintain,low,non-veg,medium,24.9
SU003038,female,44,146.7,50.3,endo,loss,med,non-veg,high,23.4
SU003039,male,28,171.4,56.7,ecto,loss,med,veg,medium,19.3
SU003040,male,27,167.6,58.2,meso,maintain,low,veg,high,20.7
SU003041,female,44,155.5,46.1,ecto,maintain,high,veg,low,19.1
SU003042,female,60,159.9,57.6,endo,maintain,med,veg,medium,22.5
SU003043,male,21,176,66.4,meso,gain,med,non-veg,high,21.4
SU003044,female,55,158.6,47.9,ecto,maintain,low,veg,high,19
SU003045,female,29,160.1,54.2,meso,gain,med,veg,medium,21.1
SU003046,male,19,182.7,87.5,endo,loss,low,veg,medium,26.2
SU003047,male,32,167.5,61.5,meso,maintain,low,veg,medium,21.9
SU003048,male,47,172.7,56.1,ecto,loss,low,veg,medium,18.8
SU003049,male,26,177,71.8,meso,loss,high,non-veg,low,22.9
SU003050,female,58,158.3,61.5,endo,maintain,low,veg,high,24.5
SU003051,female,43,158.2,51.5,meso,maintain,low,non-veg,medium,20.6
SU003052,male,49,173.8,79.5,endo,gain,low,veg,low,26.3
SU003053,female,19,173.5,69.3,meso,maintain,med,non-veg,medium,23
SU003054,female,25,156.6,53.3,meso,gain,med,non-veg,medium,21.7
SU003055,female,45,166.1,62.6,endo,maintain,low,non-veg,medium,22.7
SU003056,male,44,171.3,58.7,ecto,gain,high,non-veg,high,20
SU003057,female,33,164.8,57.1,meso,loss,low,non-veg,medium,21
SU003058,female,50,158.1,61.8,endo,maintain,med,non-veg,medium,24.7
SU003059,male,45,173.8,62.5,ecto,maintain,high,veg,high,20.7
SU003060,female,24,160.4,61.3,endo,maintain,med,non-veg,medium,23.8
SU003061,male,52,168.7,60.3,meso,maintain,low,non-veg,high,21.2
SU003062,female,50,155.1,50.5,meso,gain,med,non-veg,medium,21
SU003063,male,40,172.4,63,meso,maintain,med,non-veg,high,21.2
SU003064,male,18,164.6,59.4,meso,gain,low,non-veg,high,21.9
SU003065,male,60,173.5,69.7,endo,maintain,low,veg,low,23.2
SU003066,male,52,178.1,63.4,ecto,gain,med,non-veg,high,20
SU003067,female,24,149.2,43.3,meso,gain,low,veg,medium,19.5
SU003068,male,45,178.7,73.4,meso,maintain,med,non-veg,medium,23
SU003069,female,24,155.5,44.5,ecto,gain,low,non-veg,medium,18.4
SU003070,male,23,168.4,64.2,meso,loss,high,non-veg,low,22.6
SU003071,male,26,173.1,65.6,meso,maintain,high,veg,medium,21.9
SU003072,male,19,167.7,58.5,meso,maintain,low,non-veg,medium,20.8
SU003073,female,24,163.7,54.8,meso,gain,med,non-veg,low,20.4
SU003074,female,39,162.8,59.3,meso,maintain,med,non-veg,medium,22.4
SU003075,male,60,163.5,55.7,meso,maintain,high,non-veg,medium,20.8
SU003076,male,37,172.2,66.8,meso,loss,med,veg,high,22.5
SU003077,male,60,174.8,63.6,ecto,gain,low,veg,low,20.8
SU003078,female,35,164.3,51,ecto,maintain,high,non-veg,medium,18.9
SU003079,female,27,155.4,48.1,meso,maintain,med,veg,low,19.9
SU003080,female,58,156.4,49.4,meso,gain,low,veg,low,20.2
SU003081,male,41,176.5,70,meso,maintain,med,non-veg,high,22.5
SU003082,male,34,175.4,61.1,ecto,gain,med,non-veg,high,19.9
SU003083,female,22,162.5,54.1,meso,maintain,med,non-veg,high,20.5
SU003084,female,35,156.6,49.4,meso,loss,med,non-veg,medium,20.1
SU003085,male,48,175.2,65.3,meso,loss,low,non-veg,high,21.3
SU003086,female,53,156,43.2,ecto,gain,med,non-veg,low,17.8
SU003087,male,47,173.5,59.7,ecto,gain,med,veg,low,19.8
SU003088,female,42,157.5,52.3,meso,loss,high,non-veg,high,21.1
SU003089,female,18,165.9,61.3,meso,loss,low,non-veg,high,22.3
SU003090,male,55,175.9,75.6,endo,maintain,med,non-veg,high,24.4
SU003091,male,37,168.1,59.6,meso,loss,med,non-veg,high,21.1
SU003092,male,30,187.3,92.6,endo,maintain,med,veg,high,26.4
SU003093,female,18,164.7,65.1,endo,maintain,low,veg,high,24
SU003094,male,37,179.1,72.9,meso,maintain,low,non-veg,low,22.7
SU003095,female,47,163.6,50.2,ecto,gain,med,non-veg,medium,18.8
SU003096,female,35,161.7,56.4,meso,maintain,low,non-veg,medium,21.6
SU003097,female,21,164.4,58.6,meso,maintain,low,veg,high,21.7
SU003098,female,18,158.2,51.8,meso,gain,low,non-veg,high,20.7
SU003099,female,23,160.6,47.2,ecto,gain,med,non-veg,low,18.3
SU003100,female,40,159,47.8,ecto,gain,low,non-veg,low,18.9
SU003101,male,23,167.5,60.2,meso,loss,low,veg,medium,21.5
SU003102,female,32,163,56.4,meso,gain,med,veg,low,21.2
SU003103,female,47,153.7,47.3,meso,maintain,high,non-veg,medium,20
SU003104,male,47,168.3,58.4,ecto,gain,med,non-veg,low,20.6
SU003105,female,47,165.6,52.1,ecto,gain,low,non-veg,high,19
SU003106,male,30,165.3,69.9,endo,loss,high,non-veg,low,25.6
SU003107,male,54,169.3,59.8,meso,maintain,med,veg,low,20.9
SU003108,male,40,169.6,60.9,meso,maintain,med,non-veg,low,21.2
SU003109,female,60,164,60.4,meso,maintain,med,non-veg,medium,22.5
SU003110,male,31,170.4,65,meso,maintain,med,non-veg,high,22.4
SU003111,male,42,179.5,71.4,meso,maintain,high,veg,medium,22.2
SU003112,male,24,178.4,78.6,endo,gain,low,non-veg,medium,24.7
SU003113,female,50,159.8,53,meso,maintain,med,non-veg,low,20.8
SU003114,female,60,152.3,41.8,ecto,gain,med,non-veg,medium,18
SU003115,male,34,172.9,67.4,meso,gain,high,non-veg,medium,22.5
SU003116,female,46,162.9,60.3,endo,gain,med,non-veg,medium,22.7
SU003117,female,47,156.8,52.7,meso,maintain,low,non-veg,medium,21.4
SU003118,male,41,177.1,78.4,endo,maintain,med,non-veg,high,25
SU003119,male,24,160.4,59,endo,maintain,med,non-veg,medium,22.9
SU003120,female,60,161,52.1,ecto,maintain,med,non-veg,high,20.1
SU003121,male,41,185.5,76.1,meso,loss,med,non-veg,low,22.1
SU003122,male,60,174,61.6,ecto,loss,high,non-veg,medium,20.3
SU003123,female,45,159.8,49.9,ecto,gain,low,non-veg,low,19.5
SU003124,male,26,176.6,78.1,endo,loss,high,veg,medium,25
SU003125,male,51,180.6,86.5,endo,gain,med,non-veg,medium,26.5
SU003126,female,48,162.9,51.9,ecto,gain,med,veg,low,19.6
SU003127,female,47,174.7,77.9,endo,loss,low,non-veg,high,25.5
SU003128,male,26,166,63.7,endo,maintain,med,non-veg,low,23.1
SU003129,male,51,179.8,75.2,meso,loss,med,veg,medium,23.3
SU003130,male,27,175.3,61.7,ecto,maintain,low,veg,medium,20.1
SU003131,male,38,171,69.5,endo,loss,med,veg,high,23.8
SU003132,male,54,172.4,67.8,meso,loss,med,non-veg,low,22.8
SU003133,female,47,152.9,54.5,endo,maintain,low,non-veg,low,23.3
SU003134,male,29,167.9,59.9,meso,maintain,high,non-veg,medium,21.2
SU003135,male,58,180.6,69.5,meso,maintain,med,non-veg,medium,21.3
SU003136,male,32,163,50,ecto,gain,low,non-veg,medium,18.8
SU003137,male,39,180.1,71.3,meso,gain,low,non-veg,high,22
SU003138,female,51,162.9,54.4,meso,loss,med,veg,medium,20.5
SU003139,female,42,159,61.6,endo,loss,med,veg,low,24.4
SU003140,male,38,166,58.4,meso,maintain,low,non-veg,low,21.2
SU003141,female,47,163.8,68.7,endo,gain,med,non-veg,high,25.6
SU003142,female,40,170.7,56.9,ecto,gain,high,non-veg,medium,19.5
SU003143,male,22,181.4,72.7,meso,gain,low,non-veg,high,22.1
SU003144,female,59,160.7,54.9,meso,maintain,med,veg,medium,21.3
SU003145,male,31,173.5,62.5,ecto,maintain,med,non-veg,medium,20.8
SU003146,male,58,171.6,61,ecto,maintain,med,veg,medium,20.7
SU003147,male,25,179.4,62.4,ecto,gain,med,non-veg,medium,19.4
SU003148,female,36,164.3,55.3,meso,maintain,low,veg,low,20.5
SU003149,male,53,163.2,51.1,ecto,gain,med,veg,medium,19.2
SU003150,male,58,175.7,67.1,meso,loss,low,non-veg,high,21.7
SU003151,male,19,169.5,68.1,endo,loss,high,veg,low,23.7
SU003152,female,29,167,54,ecto,maintain,low,veg,low,19.4
SU003153,female,20,161.7,48,ecto,gain,med,veg,high,18.4
SU003154,female,30,164.4,64.7,endo,maintain,low,veg,low,23.9
SU003155,male,56,177.6,63.7,ecto,maintain,med,non-veg,low,20.2
SU003156,female,37,151.1,43.3,ecto,maintain,low,veg,medium,19
SU003157,male,42,170.1,58.6,ecto,maintain,med,non-veg,low,20.3
SU003158,male,24,167.5,61.2,meso,maintain,med,non-veg,medium,21.8
SU003159,male,51,171.5,58.6,ecto,gain,low,veg,medium,19.9
SU003160,female,24,161,56.1,meso,maintain,med,veg,high,21.6
SU003161,male,28,164.4,55,ecto,maintain,med,non-veg,low,20.3
SU003162,female,33,159.8,55,meso,maintain,low,veg,medium,21.5
SU003163,female,29,162.7,60.3,endo,maintain,med,non-veg,medium,22.8
SU003164,male,38,172.8,66.9,meso,maintain,med,non-veg,medium,22.4
SU003165,male,43,176.4,60.2,ecto,gain,low,non-veg,medium,19.3
SU003166,male,55,172.5,67.5,meso,maintain,high,non-veg,high,22.7
SU003167,male,29,181.9,74.9,meso,maintain,high,non-veg,high,22.6
SU003168,male,20,169.4,62.1,meso,maintain,med,non-veg,medium,21.6
SU003169,male,24,173.6,67.9,meso,maintain,med,non-veg,high,22.5
SU003170,male,46,181.3,87.8,endo,loss,low,non-veg,low,26.7
SU003171,female,51,166.3,62.5,meso,loss,high,veg,high,22.6
SU003172,male,30,165.9,61.8,meso,loss,med,non-veg,low,22.5
SU003173,female,45,166.1,60.8,meso,loss,low,non-veg,medium,22
SU003174,female,35,154.8,51,meso,maintain,low,veg,low,21.3
SU003175,female,54,164.5,64.3,endo,loss,high,veg,low,23.8
SU003176,male,31,169,61.2,meso,maintain,med,non-veg,medium,21.4
SU003177,female,59,155.6,58.3,endo,maintain,med,non-veg,medium,24.1
SU003178,female,43,153.8,49.2,meso,maintain,low,non-veg,medium,20.8
SU003179,female,55,158.5,48.8,ecto,maintain,med,non-veg,high,19.4
SU003180,female,37,148.9,41.4,ecto,maintain,high,veg,medium,18.7
SU003181,female,26,158.1,51.5,meso,maintain,med,veg,medium,20.6
SU003182,female,19,166.3,70.9,endo,loss,med,veg,medium,25.6
SU003183,female,58,151.8,48.7,meso,maintain,high,non-veg,medium,21.1
SU003184,female,46,153.5,49,meso,maintain,low,non-veg,medium,20.8
SU003185,male,42,168.9,64.9,meso,loss,low,non-veg,high,22.8
SU003186,female,59,153.8,47.8,meso,gain,high,non-veg,medium,20.2
SU003187,male,38,173.6,63.9,meso,loss,med,veg,medium,21.2
SU003188,female,36,167.8,53.9,ecto,gain,high,non-veg,medium,19.1
SU003189,female,20,168.2,60.7,meso,loss,low,non-veg,high,21.5
SU003190,female,33,156.1,51.1,meso,loss,med,veg,low,21
SU003191,male,30,169.2,55,ecto,loss,low,veg,medium,19.2
SU003192,male,40,182.3,77.1,meso,loss,low,non-veg,high,23.2
SU003193,male,44,170.6,56.3,ecto,maintain,low,veg,high,19.3
SU003194,female,43,173.9,60.9,ecto,loss,low,non-veg,low,20.1
SU003195,male,48,181.6,70.5,meso,loss,med,veg,medium,21.4
SU003196,male,52,173.8,65.1,meso,maintain,med,non-veg,medium,21.6
SU003197,female,33,167.3,57.9,meso,gain,high,non-veg,medium,20.7
SU003198,male,39,169.1,64,meso,maintain,med,non-veg,medium,22.4
SU003199,male,32,171.6,65.6,meso,maintain,med,non-veg,low,22.3
SU003200,male,51,169.9,58,ecto,gain,med,veg,medium,20.1
SU003201,male,45,176.6,76.2,endo,maintain,med,veg,medium,24.4
SU003202,male,43,178.2,66.3,ecto,loss,med,veg,medium,20.9
SU003203,male,39,173.3,62.9,meso,maintain,low,veg,medium,20.9
SU003204,female,28,165,63.1,endo,loss,med,non-veg,medium,23.2
SU003205,male,55,166.8,61.1,meso,loss,high,veg,medium,22
SU003206,male,39,169.2,53.2,ecto,maintain,med,veg,high,18.6
SU003207,male,27,170.1,61.7,meso,maintain,med,non-veg,medium,21.3
SU003208,female,52,160.6,52.6,meso,maintain,med,veg,medium,20.4
SU003209,male,28,188.3,76.9,meso,gain,med,non-veg,high,21.7
SU003210,male,36,167.8,52.7,ecto,gain,med,non-veg,medium,18.7
SU003211,female,44,152.4,44.6,ecto,gain,med,non-veg,high,19.2
SU003212,female,39,150,40,ecto,gain,med,non-veg,medium,17.8
SU003213,female,18,157.2,52.9,meso,loss,high,non-veg,medium,21.4
SU003214,female,23,166.1,56.1,ecto,maintain,med,non-veg,medium,20.3
SU003215,male,43,175.7,69.6,meso,maintain,med,veg,high,22.5
SU003216,female,34,164.8,50,ecto,gain,low,veg,high,18.4
SU003217,female,20,160.7,56.4,meso,maintain,med,non-veg,medium,21.8
SU003218,female,37,157.7,55.1,endo,maintain,high,non-veg,medium,22.2
SU003219,male,25,170.2,69.9,endo,maintain,med,non-veg,low,24.1
SU003220,male,43,167.9,69.3,endo,maintain,low,non-veg,high,24.6
SU003221,male,51,162.4,55.6,meso,gain,high,veg,low,21.1
SU003222,male,41,171.1,54.8,ecto,gain,med,non-veg,high,18.7
SU003223,male,36,166.5,55.1,ecto,gain,med,non-veg,medium,19.9
SU003224,female,44,162.1,52.7,ecto,gain,low,non-veg,low,20.1
SU003225,male,21,165.7,56.3,meso,loss,low,veg,medium,20.5
SU003226,female,60,167.4,52.9,ecto,gain,med,non-veg,high,18.9
